date,currency,base_rate,cash_buy,cash_sell,remit_send,remit_receive,usd_conv_rate
20180228,홍콩 HKD,138.04,140.75,135.33,139.42,136.66,0.128
20180228,대만 TWD,36.89,40.21,34.31,0.00,0.00,0.034
20180228,영국 GBP,1502.87,1532.47,1473.27,1517.89,1487.85,1.391
20180228,오만 OMR,2806.49,2974.87,2638.11,0.00,0.00,2.597
20180228,캐나다 CAD,846.02,862.68,829.36,854.48,837.56,0.783
20180228,스위스 CHF,1150.57,1173.23,1127.91,1162.07,1139.07,1.065
20180228,스웨덴 SEK,131.37,134.58,128.16,132.68,130.06,0.122
20180228,호주 AUD,841.98,858.56,825.40,850.39,833.57,0.779
20180228,뉴질랜드 NZD,781.74,797.14,766.34,789.55,773.93,0.724
20180228,체코 CZK,52.00,55.64,47.32,52.57,51.43,0.048
20180228,칠레 CLP,1.82,1.96,1.68,0.00,0.00,0.002
20180228,터키 TRY,283.18,305.83,260.53,286.29,280.07,0.262
20180228,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180228,이스라엘 ILS,310.10,322.50,285.30,0.00,0.00,0.287
20180228,덴마크 DKK,177.54,181.88,173.20,179.31,175.77,0.164
20180228,노르웨이 NOK,137.35,140.71,133.99,138.72,135.98,0.127
20180228,사우디아라비아 SAR,288.11,299.63,268.24,290.99,285.23,0.267
20180228,쿠웨이트 KWD,3601.43,3745.48,3313.32,3637.44,3565.42,3.333
20180228,바레인 BHD,2866.20,2980.84,2636.91,2894.86,2837.54,2.653
20180228,아랍에미리트 AED,294.18,305.94,273.89,297.12,291.24,0.272
20180228,요르단 JOD,1522.47,1583.36,1400.68,0.00,0.00,1.409
20180228,이집트 EGP,61.27,0.00,0.00,0.00,0.00,0.057
20180228,태국 THB,34.33,36.04,32.28,34.67,33.99,0.032
20180228,싱가포르 SGD,816.12,832.36,799.88,824.28,807.96,0.755
20180228,말레이시아 MYR,276.48,290.30,259.90,0.00,273.72,0.256
20180228,인도네시아 IDR 100,7.90,8.45,7.11,7.97,7.83,0.007
20180228,카타르 QAR,296.76,0.00,0.00,0.00,0.00,0.275
20180228,카자흐스탄 KZT,3.39,3.76,3.02,0.00,0.00,0.003
20180228,브루나이 BND,815.63,848.25,766.70,0.00,0.00,0.755
20180228,인도 INR,16.64,0.00,0.00,0.00,0.00,0.015
20180228,파키스탄 PKR,9.75,10.14,8.58,0.00,0.00,0.009
20180228,방글라데시 BDT,13.02,13.54,11.46,0.00,0.00,0.012
20180228,필리핀 PHP,20.68,22.54,19.86,20.88,20.48,0.019
20180228,멕시코 MXN,57.34,59.63,51.04,57.91,56.77,0.053
20180228,브라질 BRL,332.30,366.19,305.72,0.00,328.32,0.308
20180228,베트남 VND 100,4.75,5.31,4.19,4.79,4.71,0.004
20180228,남아프리카공화국 ZAR,92.24,97.77,84.87,93.34,91.14,0.085
20180228,러시아 RUB,19.21,20.55,17.10,19.40,19.02,0.018
20180228,헝가리 HUF,4.21,4.54,3.88,4.25,4.17,0.004
20180228,폴란드 PLN,316.78,342.12,291.44,320.26,313.30,0.293
20180301,미국 USD,1082.50,1101.44,1063.56,1093.10,1071.90,1.000
20180301,유럽연합 EUR,1322.44,1348.75,1296.13,1335.66,1309.22,1.222
20180301,일본 JPY,1012.01,1029.72,994.30,1021.92,1002.10,0.935
20180301,중국 CNY,171.15,179.70,162.60,172.86,169.44,0.158
20180301,홍콩 HKD,138.31,141.03,135.59,139.69,136.93,0.128
20180301,대만 TWD,36.95,40.27,34.37,0.00,0.00,0.034
20180301,영국 GBP,1495.37,1524.82,1465.92,1510.32,1480.42,1.381
20180301,오만 OMR,2811.62,2980.31,2642.93,0.00,0.00,2.597
20180301,캐나다 CAD,847.29,863.98,830.60,855.76,838.82,0.783
20180301,스위스 CHF,1147.69,1170.29,1125.09,1159.16,1136.22,1.060
20180301,스웨덴 SEK,130.94,134.14,127.74,132.24,129.64,0.121
20180301,호주 AUD,845.97,862.63,829.31,854.42,837.52,0.782
20180301,뉴질랜드 NZD,782.11,797.51,766.71,789.93,774.29,0.723
20180301,체코 CZK,52.02,55.66,47.34,52.59,51.45,0.048
20180301,칠레 CLP,1.83,1.97,1.69,0.00,0.00,0.002
20180301,터키 TRY,284.63,307.40,261.86,287.76,281.50,0.263
20180301,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180301,이스라엘 ILS,310.87,323.30,286.01,0.00,0.00,0.287
20180301,덴마크 DKK,177.60,181.95,173.25,179.37,175.83,0.164
20180301,노르웨이 NOK,137.47,140.83,134.11,138.84,136.10,0.127
20180301,사우디아라비아 SAR,288.65,300.19,268.74,291.53,285.77,0.267
20180301,쿠웨이트 KWD,3604.01,3748.17,3315.69,3640.05,3567.97,3.329
20180301,바레인 BHD,2871.43,2986.28,2641.72,2900.14,2842.72,2.653
20180301,아랍에미리트 AED,294.71,306.49,274.38,297.65,291.77,0.272
20180301,요르단 JOD,1525.61,1586.63,1403.57,0.00,0.00,1.409
20180301,이집트 EGP,61.44,0.00,0.00,0.00,0.00,0.057
20180301,태국 THB,34.44,36.16,32.38,34.78,34.10,0.032
20180301,싱가포르 SGD,818.34,834.62,802.06,826.52,810.16,0.756
20180301,말레이시아 MYR,276.36,290.17,259.78,0.00,273.60,0.255
20180301,인도네시아 IDR 100,7.90,8.45,7.11,7.97,7.83,0.007
20180301,카타르 QAR,297.31,0.00,0.00,0.00,0.00,0.275
20180301,카자흐스탄 KZT,3.38,3.75,3.01,0.00,0.00,0.003
20180301,브루나이 BND,817.14,849.82,768.12,0.00,0.00,0.755
20180301,인도 INR,16.61,0.00,0.00,0.00,0.00,0.015
20180301,파키스탄 PKR,9.77,10.16,8.60,0.00,0.00,0.009
20180301,방글라데시 BDT,12.97,13.48,11.42,0.00,0.00,0.012
20180301,필리핀 PHP,20.78,22.65,19.95,20.98,20.58,0.019
20180301,멕시코 MXN,57.61,59.91,51.28,58.18,57.04,0.053
20180301,브라질 BRL,334.08,368.15,307.36,0.00,330.08,0.309
20180301,베트남 VND 100,4.76,5.32,4.20,4.80,4.72,0.004
20180301,남아프리카공화국 ZAR,92.02,97.54,84.66,93.12,90.92,0.085
20180301,러시아 RUB,19.23,20.57,17.12,19.42,19.04,0.018
20180301,헝가리 HUF,4.21,4.54,3.88,4.25,4.17,0.004
20180301,폴란드 PLN,316.53,341.85,291.21,320.01,313.05,0.292
20180302,미국 USD,1082.50,1101.44,1063.56,1093.10,1071.90,1.000
20180302,유럽연합 EUR,1328.12,1354.54,1301.70,1341.40,1314.84,1.227
20180302,일본 JPY,1019.83,1037.67,1001.99,1029.82,1009.84,0.942
20180302,중국 CNY,171.08,179.63,162.53,172.79,169.37,0.158
20180302,홍콩 HKD,138.29,141.01,135.57,139.67,136.91,0.128
20180302,대만 TWD,36.94,40.26,34.36,0.00,0.00,0.034
20180302,영국 GBP,1490.66,1520.02,1461.30,1505.56,1475.76,1.377
20180302,오만 OMR,2811.62,2980.31,2642.93,0.00,0.00,2.597
20180302,캐나다 CAD,843.59,860.20,826.98,852.02,835.16,0.779
20180302,스위스 CHF,1149.33,1171.97,1126.69,1160.82,1137.84,1.062
20180302,스웨덴 SEK,131.24,134.45,128.03,132.55,129.93,0.121
20180302,호주 AUD,839.86,856.40,823.32,848.25,831.47,0.776
20180302,뉴질랜드 NZD,785.84,801.32,770.36,793.69,777.99,0.726
20180302,체코 CZK,52.22,55.87,47.53,52.79,51.65,0.048
20180302,칠레 CLP,1.82,1.96,1.68,0.00,0.00,0.002
20180302,터키 TRY,284.28,307.02,261.54,287.40,281.16,0.263
20180302,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180302,이스라엘 ILS,312.11,324.59,287.15,0.00,0.00,0.288
20180302,덴마크 DKK,178.32,182.68,173.96,180.10,176.54,0.165
20180302,노르웨이 NOK,138.02,141.40,134.64,139.40,136.64,0.128
20180302,사우디아라비아 SAR,288.64,300.18,268.73,291.52,285.76,0.267
20180302,쿠웨이트 KWD,3603.05,3747.17,3314.81,3639.08,3567.02,3.329
20180302,바레인 BHD,2872.04,2986.92,2642.28,2900.76,2843.32,2.653
20180302,아랍에미리트 AED,294.71,306.49,274.38,297.65,291.77,0.272
20180302,요르단 JOD,1525.72,1586.74,1403.67,0.00,0.00,1.409
20180302,이집트 EGP,61.37,0.00,0.00,0.00,0.00,0.057
20180302,태국 THB,34.39,36.10,32.33,34.73,34.05,0.032
20180302,싱가포르 SGD,818.46,834.74,802.18,826.64,810.28,0.756
20180302,말레이시아 MYR,275.55,289.32,259.02,0.00,272.80,0.255
20180302,인도네시아 IDR 100,7.87,8.42,7.09,7.94,7.80,0.007
20180302,카타르 QAR,297.31,0.00,0.00,0.00,0.00,0.275
20180302,카자흐스탄 KZT,3.36,3.72,3.00,0.00,0.00,0.003
20180302,브루나이 BND,816.61,849.27,767.62,0.00,0.00,0.754
20180302,인도 INR,16.60,0.00,0.00,0.00,0.00,0.015
20180302,파키스탄 PKR,9.77,10.16,8.60,0.00,0.00,0.009
20180302,방글라데시 BDT,13.04,13.56,11.48,0.00,0.00,0.012
20180302,필리핀 PHP,20.85,22.72,20.02,21.05,20.65,0.019
20180302,멕시코 MXN,57.42,59.71,51.11,57.99,56.85,0.053
20180302,브라질 BRL,332.92,366.87,306.29,0.00,328.93,0.308
20180302,베트남 VND 100,4.76,5.32,4.20,4.80,4.72,0.004
20180302,남아프리카공화국 ZAR,91.25,96.72,83.95,92.34,90.16,0.084
20180302,러시아 RUB,19.05,20.38,16.96,19.24,18.86,0.018
20180302,헝가리 HUF,4.23,4.56,3.90,4.27,4.19,0.004
20180302,폴란드 PLN,317.13,342.50,291.76,320.61,313.65,0.293
20180303,미국 USD,1083.00,1101.95,1064.05,1093.60,1072.40,1.000
20180303,유럽연합 EUR,1333.66,1360.19,1307.13,1346.99,1320.33,1.231
20180303,일본 JPY,1028.25,1046.24,1010.26,1038.32,1018.18,0.949
20180303,중국 CNY,170.61,179.14,162.08,172.31,168.91,0.158
20180303,홍콩 HKD,138.32,141.04,135.60,139.70,136.94,0.128
20180303,대만 TWD,36.93,40.25,34.35,0.00,0.00,0.034
20180303,영국 GBP,1492.92,1522.33,1463.51,1507.84,1478.00,1.379
20180303,오만 OMR,2812.99,2981.76,2644.22,0.00,0.00,2.597
20180303,캐나다 CAD,841.43,858.00,824.86,849.84,833.02,0.777
20180303,스위스 CHF,1158.41,1181.23,1135.59,1169.99,1146.83,1.070
20180303,스웨덴 SEK,131.27,134.48,128.06,132.58,129.96,0.121
20180303,호주 AUD,839.54,856.07,823.01,847.93,831.15,0.775
20180303,뉴질랜드 NZD,783.71,799.14,768.28,791.54,775.88,0.724
20180303,체코 CZK,52.48,56.15,47.76,53.05,51.91,0.049
20180303,칠레 CLP,1.81,1.95,1.67,0.00,0.00,0.002
20180303,터키 TRY,283.43,306.10,260.76,286.54,280.32,0.262
20180303,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180303,이스라엘 ILS,313.70,326.24,288.61,0.00,0.00,0.290
20180303,덴마크 DKK,179.07,183.45,174.69,180.86,177.28,0.165
20180303,노르웨이 NOK,138.84,142.24,135.44,140.22,137.46,0.128
20180303,사우디아라비아 SAR,288.78,300.33,268.86,291.66,285.90,0.267
20180303,쿠웨이트 KWD,3610.84,3755.27,3321.98,3646.94,3574.74,3.334
20180303,바레인 BHD,2872.07,2986.95,2642.31,2900.79,2843.35,2.652
20180303,아랍에미리트 AED,294.85,306.64,274.51,297.79,291.91,0.272
20180303,요르단 JOD,1526.43,1587.48,1404.32,0.00,0.00,1.409
20180303,이집트 EGP,61.39,0.00,0.00,0.00,0.00,0.057
20180303,태국 THB,34.40,36.12,32.34,34.74,34.06,0.032
20180303,싱가포르 SGD,819.93,836.24,803.62,828.12,811.74,0.757
20180303,말레이시아 MYR,277.44,291.31,260.80,0.00,274.67,0.256
20180303,인도네시아 IDR 100,7.89,8.44,7.11,7.96,7.82,0.007
20180303,카타르 QAR,297.45,0.00,0.00,0.00,0.00,0.275
20180303,카자흐스탄 KZT,3.36,3.72,3.00,0.00,0.00,0.003
20180303,브루나이 BND,818.87,851.62,769.74,0.00,0.00,0.756
20180303,인도 INR,16.60,0.00,0.00,0.00,0.00,0.015
20180303,파키스탄 PKR,9.78,10.17,8.61,0.00,0.00,0.009
20180303,방글라데시 BDT,13.02,13.54,11.46,0.00,0.00,0.012
20180303,필리핀 PHP,20.83,22.70,20.00,21.03,20.63,0.019
20180303,멕시코 MXN,57.08,59.36,50.81,57.65,56.51,0.053
20180303,브라질 BRL,331.82,365.66,305.28,0.00,327.84,0.306
20180303,베트남 VND 100,4.76,5.32,4.20,4.80,4.72,0.004
20180303,남아프리카공화국 ZAR,90.58,96.01,83.34,91.66,89.50,0.084
20180303,러시아 RUB,18.92,20.24,16.84,19.10,18.74,0.018
20180303,헝가리 HUF,4.25,4.59,3.91,4.29,4.21,0.004
20180303,폴란드 PLN,317.92,343.35,292.49,321.41,314.43,0.294
20180304,미국 USD,1083.00,1101.95,1064.05,1093.60,1072.40,1.000
20180304,유럽연합 EUR,1333.66,1360.19,1307.13,1346.99,1320.33,1.231
20180304,일본 JPY,1028.25,1046.24,1010.26,1038.32,1018.18,0.949
20180304,중국 CNY,170.61,179.14,162.08,172.31,168.91,0.158
20180304,홍콩 HKD,138.32,141.04,135.60,139.70,136.94,0.128
20180304,대만 TWD,36.93,40.25,34.35,0.00,0.00,0.034
20180304,영국 GBP,1492.92,1522.33,1463.51,1507.84,1478.00,1.379
20180304,오만 OMR,2812.99,2981.76,2644.22,0.00,0.00,2.597
20180304,캐나다 CAD,841.43,858.00,824.86,849.84,833.02,0.777
20180304,스위스 CHF,1158.41,1181.23,1135.59,1169.99,1146.83,1.070
20180304,스웨덴 SEK,131.27,134.48,128.06,132.58,129.96,0.121
20180304,호주 AUD,839.54,856.07,823.01,847.93,831.15,0.775
20180304,뉴질랜드 NZD,783.71,799.14,768.28,791.54,775.88,0.724
20180304,체코 CZK,52.48,56.15,47.76,53.05,51.91,0.049
20180304,칠레 CLP,1.81,1.95,1.67,0.00,0.00,0.002
20180304,터키 TRY,283.43,306.10,260.76,286.54,280.32,0.262
20180304,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180304,이스라엘 ILS,313.70,326.24,288.61,0.00,0.00,0.290
20180304,덴마크 DKK,179.07,183.45,174.69,180.86,177.28,0.165
20180304,노르웨이 NOK,138.84,142.24,135.44,140.22,137.46,0.128
20180304,사우디아라비아 SAR,288.78,300.33,268.86,291.66,285.90,0.267
20180304,쿠웨이트 KWD,3610.84,3755.27,3321.98,3646.94,3574.74,3.334
20180304,바레인 BHD,2872.07,2986.95,2642.31,2900.79,2843.35,2.652
20180304,아랍에미리트 AED,294.85,306.64,274.51,297.79,291.91,0.272
20180304,요르단 JOD,1526.43,1587.48,1404.32,0.00,0.00,1.409
20180304,이집트 EGP,61.39,0.00,0.00,0.00,0.00,0.057
20180304,태국 THB,34.40,36.12,32.34,34.74,34.06,0.032
20180304,싱가포르 SGD,819.93,836.24,803.62,828.12,811.74,0.757
20180304,말레이시아 MYR,277.44,291.31,260.80,0.00,274.67,0.256
20180304,인도네시아 IDR 100,7.89,8.44,7.11,7.96,7.82,0.007
20180304,카타르 QAR,297.45,0.00,0.00,0.00,0.00,0.275
20180304,카자흐스탄 KZT,3.36,3.72,3.00,0.00,0.00,0.003
20180304,브루나이 BND,818.87,851.62,769.74,0.00,0.00,0.756
20180304,인도 INR,16.60,0.00,0.00,0.00,0.00,0.015
20180304,파키스탄 PKR,9.78,10.17,8.61,0.00,0.00,0.009
20180304,방글라데시 BDT,13.02,13.54,11.46,0.00,0.00,0.012
20180304,필리핀 PHP,20.83,22.70,20.00,21.03,20.63,0.019
20180304,멕시코 MXN,57.08,59.36,50.81,57.65,56.51,0.053
20180304,브라질 BRL,331.82,365.66,305.28,0.00,327.84,0.306
20180304,베트남 VND 100,4.76,5.32,4.20,4.80,4.72,0.004
20180304,남아프리카공화국 ZAR,90.58,96.01,83.34,91.66,89.50,0.084
20180304,러시아 RUB,18.92,20.24,16.84,19.10,18.74,0.018
20180304,헝가리 HUF,4.25,4.59,3.91,4.29,4.21,0.004
20180304,폴란드 PLN,317.92,343.35,292.49,321.41,314.43,0.294
20180305,미국 USD,1079.00,1097.88,1060.12,1089.50,1068.50,1.000
20180305,유럽연합 EUR,1331.11,1357.59,1304.63,1344.42,1317.80,1.234
20180305,일본 JPY,1021.10,1038.96,1003.24,1031.10,1011.10,0.946
20180305,중국 CNY,169.85,178.34,161.36,171.54,168.16,0.157
20180305,홍콩 HKD,137.79,140.50,135.08,139.16,136.42,0.128
20180305,대만 TWD,36.84,40.15,34.27,0.00,0.00,0.034
20180305,영국 GBP,1488.86,1518.19,1459.53,1503.74,1473.98,1.380
20180305,오만 OMR,2802.60,2970.75,2634.45,0.00,0.00,2.597
20180305,캐나다 CAD,837.31,853.80,820.82,845.68,828.94,0.776
20180305,스위스 CHF,1151.79,1174.48,1129.10,1163.30,1140.28,1.068
20180305,스웨덴 SEK,130.91,134.11,127.71,132.21,129.61,0.121
20180305,호주 AUD,837.36,853.85,820.87,845.73,828.99,0.776
20180305,뉴질랜드 NZD,781.03,796.41,765.65,788.84,773.22,0.724
20180305,체코 CZK,52.49,56.16,47.77,53.06,51.92,0.049
20180305,칠레 CLP,1.80,1.94,1.66,0.00,0.00,0.002
20180305,터키 TRY,283.34,306.00,260.68,286.45,280.23,0.263
20180305,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180305,이스라엘 ILS,313.28,325.81,288.22,0.00,0.00,0.290
20180305,덴마크 DKK,178.74,183.11,174.37,180.52,176.96,0.166
20180305,노르웨이 NOK,138.77,142.16,135.38,140.15,137.39,0.129
20180305,사우디아라비아 SAR,287.72,299.22,267.87,290.59,284.85,0.267
20180305,쿠웨이트 KWD,3599.67,3743.65,3311.70,3635.66,3563.68,3.336
20180305,바레인 BHD,2861.77,2976.24,2632.83,2890.38,2833.16,2.652
20180305,아랍에미리트 AED,293.79,305.54,273.52,296.72,290.86,0.272
20180305,요르단 JOD,1520.79,1581.62,1399.13,0.00,0.00,1.409
20180305,이집트 EGP,61.29,0.00,0.00,0.00,0.00,0.057
20180305,태국 THB,34.33,36.04,32.28,34.67,33.99,0.032
20180305,싱가포르 SGD,818.23,834.51,801.95,826.41,810.05,0.758
20180305,말레이시아 MYR,276.42,290.24,259.84,0.00,273.66,0.256
20180305,인도네시아 IDR 100,7.86,8.41,7.08,7.93,7.79,0.007
20180305,카타르 QAR,296.35,0.00,0.00,0.00,0.00,0.275
20180305,카자흐스탄 KZT,3.35,3.71,2.99,0.00,0.00,0.003
20180305,브루나이 BND,816.00,848.64,767.04,0.00,0.00,0.756
20180305,인도 INR,16.54,0.00,0.00,0.00,0.00,0.015
20180305,파키스탄 PKR,9.76,10.15,8.59,0.00,0.00,0.009
20180305,방글라데시 BDT,13.00,13.52,11.44,0.00,0.00,0.012
20180305,필리핀 PHP,20.76,22.62,19.93,20.96,20.56,0.019
20180305,멕시코 MXN,57.30,59.59,51.00,57.87,56.73,0.053
20180305,브라질 BRL,331.71,365.54,305.18,0.00,327.73,0.307
20180305,베트남 VND 100,4.74,5.29,4.19,4.78,4.70,0.004
20180305,남아프리카공화국 ZAR,90.71,96.15,83.46,91.79,89.63,0.084
20180305,러시아 RUB,18.99,20.31,16.91,19.17,18.81,0.018
20180305,헝가리 HUF,4.24,4.57,3.91,4.28,4.20,0.004
20180305,폴란드 PLN,317.54,342.94,292.14,321.03,314.05,0.294
20180306,미국 USD,1077.50,1096.35,1058.65,1088.00,1067.00,1.000
20180306,유럽연합 EUR,1329.26,1355.71,1302.81,1342.55,1315.97,1.234
20180306,일본 JPY,1014.45,1032.20,996.70,1024.39,1004.51,0.942
20180306,중국 CNY,170.14,178.64,161.64,171.84,168.44,0.158
20180306,홍콩 HKD,137.57,140.28,134.86,138.94,136.20,0.128
20180306,대만 TWD,36.81,40.12,34.24,0.00,0.00,0.034
20180306,영국 GBP,1492.23,1521.62,1462.84,1507.15,1477.31,1.385
20180306,오만 OMR,2798.70,2966.62,2630.78,0.00,0.00,2.597
20180306,캐나다 CAD,830.38,846.73,814.03,838.68,822.08,0.771
20180306,스위스 CHF,1146.22,1168.80,1123.64,1157.68,1134.76,1.064
20180306,스웨덴 SEK,130.42,133.61,127.23,131.72,129.12,0.121
20180306,호주 AUD,836.95,853.43,820.47,845.31,828.59,0.777
20180306,뉴질랜드 NZD,778.82,794.16,763.48,786.60,771.04,0.723
20180306,체코 CZK,52.30,55.96,47.60,52.87,51.73,0.049
20180306,칠레 CLP,1.80,1.94,1.66,0.00,0.00,0.002
20180306,터키 TRY,282.74,305.35,260.13,285.85,279.63,0.262
20180306,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180306,이스라엘 ILS,310.85,323.28,285.99,0.00,0.00,0.289
20180306,덴마크 DKK,178.44,182.81,174.07,180.22,176.66,0.166
20180306,노르웨이 NOK,137.79,141.16,134.42,139.16,136.42,0.128
20180306,사우디아라비아 SAR,287.30,298.79,267.48,290.17,284.43,0.267
20180306,쿠웨이트 KWD,3592.50,3736.20,3305.10,3628.42,3556.58,3.334
20180306,바레인 BHD,2857.41,2971.70,2628.82,2885.98,2828.84,2.652
20180306,아랍에미리트 AED,293.36,305.09,273.12,296.29,290.43,0.272
20180306,요르단 JOD,1519.75,1580.54,1398.17,0.00,0.00,1.410
20180306,이집트 EGP,61.16,0.00,0.00,0.00,0.00,0.057
20180306,태국 THB,34.33,36.04,32.28,34.67,33.99,0.032
20180306,싱가포르 SGD,817.34,833.60,801.08,825.51,809.17,0.759
20180306,말레이시아 MYR,275.82,289.61,259.28,0.00,273.07,0.256
20180306,인도네시아 IDR 100,7.85,8.39,7.07,7.92,7.78,0.007
20180306,카타르 QAR,295.94,0.00,0.00,0.00,0.00,0.275
20180306,카자흐스탄 KZT,3.36,3.72,3.00,0.00,0.00,0.003
20180306,브루나이 BND,815.18,847.78,766.27,0.00,0.00,0.757
20180306,인도 INR,16.57,0.00,0.00,0.00,0.00,0.015
20180306,파키스탄 PKR,9.73,10.11,8.57,0.00,0.00,0.009
20180306,방글라데시 BDT,12.98,13.49,11.43,0.00,0.00,0.012
20180306,필리핀 PHP,20.74,22.60,19.92,20.94,20.54,0.019
20180306,멕시코 MXN,57.35,59.64,51.05,57.92,56.78,0.053
20180306,브라질 BRL,332.30,366.19,305.72,0.00,328.32,0.308
20180306,베트남 VND 100,4.73,5.28,4.18,4.77,4.69,0.004
20180306,남아프리카공화국 ZAR,91.05,96.51,83.77,92.14,89.96,0.085
20180306,러시아 RUB,19.10,20.43,17.00,19.29,18.91,0.018
20180306,헝가리 HUF,4.23,4.56,3.90,4.27,4.19,0.004
20180306,폴란드 PLN,317.34,342.72,291.96,320.83,313.85,0.295
20180307,미국 USD,1064.50,1083.12,1045.88,1074.90,1054.10,1.000
20180307,유럽연합 EUR,1321.90,1348.20,1295.60,1335.11,1308.69,1.242
20180307,일본 JPY,1007.95,1025.58,990.32,1017.82,998.08,0.947
20180307,중국 CNY,168.47,176.89,160.05,170.15,166.79,0.158
20180307,홍콩 HKD,135.89,138.56,133.22,137.24,134.54,0.128
20180307,대만 TWD,36.44,39.71,33.89,0.00,0.00,0.034
20180307,영국 GBP,1479.71,1508.86,1450.56,1494.50,1464.92,1.390
20180307,오만 OMR,2764.86,2930.75,2598.97,0.00,0.00,2.597
20180307,캐나다 CAD,823.92,840.15,807.69,832.15,815.69,0.774
20180307,스위스 CHF,1135.10,1157.46,1112.74,1146.45,1123.75,1.066
20180307,스웨덴 SEK,129.63,132.80,126.46,130.92,128.34,0.122
20180307,호주 AUD,829.62,845.96,813.28,837.91,821.33,0.779
20180307,뉴질랜드 NZD,775.22,790.49,759.95,782.97,767.47,0.728
20180307,체코 CZK,52.06,55.70,47.38,52.63,51.49,0.049
20180307,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180307,터키 TRY,280.28,302.70,257.86,283.36,277.20,0.263
20180307,몽골 MNT,0.44,0.52,0.36,0.00,0.00,0.000
20180307,이스라엘 ILS,307.74,320.04,283.13,0.00,0.00,0.289
20180307,덴마크 DKK,177.44,181.78,173.10,179.21,175.67,0.167
20180307,노르웨이 NOK,136.93,140.28,133.58,138.29,135.57,0.129
20180307,사우디아라비아 SAR,283.81,295.16,264.23,286.64,280.98,0.267
20180307,쿠웨이트 KWD,3551.29,3693.34,3267.19,3586.80,3515.78,3.336
20180307,바레인 BHD,2823.01,2935.93,2597.17,2851.24,2794.78,2.652
20180307,아랍에미리트 AED,289.81,301.40,269.82,292.70,286.92,0.272
20180307,요르단 JOD,1501.41,1561.46,1381.30,0.00,0.00,1.410
20180307,이집트 EGP,60.38,0.00,0.00,0.00,0.00,0.057
20180307,태국 THB,33.99,35.68,31.96,34.32,33.66,0.032
20180307,싱가포르 SGD,807.45,823.51,791.39,815.52,799.38,0.759
20180307,말레이시아 MYR,272.70,286.33,256.34,0.00,269.98,0.256
20180307,인도네시아 IDR 100,7.75,8.29,6.98,7.82,7.68,0.007
20180307,카타르 QAR,292.36,0.00,0.00,0.00,0.00,0.275
20180307,카자흐스탄 KZT,3.33,3.69,2.97,0.00,0.00,0.003
20180307,브루나이 BND,805.25,837.46,756.94,0.00,0.00,0.757
20180307,인도 INR,16.40,0.00,0.00,0.00,0.00,0.015
20180307,파키스탄 PKR,9.61,9.99,8.46,0.00,0.00,0.009
20180307,방글라데시 BDT,12.82,13.33,11.29,0.00,0.00,0.012
20180307,필리핀 PHP,20.48,22.32,19.67,20.68,20.28,0.019
20180307,멕시코 MXN,56.46,58.71,50.25,57.02,55.90,0.053
20180307,브라질 BRL,331.67,365.50,305.14,0.00,327.69,0.312
20180307,베트남 VND 100,4.68,5.23,4.13,4.72,4.64,0.004
20180307,남아프리카공화국 ZAR,90.00,95.40,82.80,91.08,88.92,0.085
20180307,러시아 RUB,18.75,20.06,16.69,18.93,18.57,0.018
20180307,헝가리 HUF,4.23,4.56,3.90,4.27,4.19,0.004
20180307,폴란드 PLN,315.52,340.76,290.28,318.99,312.05,0.296
20180308,미국 USD,1067.50,1086.18,1048.82,1077.90,1057.10,1.000
20180308,유럽연합 EUR,1324.82,1351.18,1298.46,1338.06,1311.58,1.241
20180308,일본 JPY,1006.36,1023.97,988.75,1016.22,996.50,0.943
20180308,중국 CNY,168.88,177.32,160.44,170.56,167.20,0.158
20180308,홍콩 HKD,136.25,138.93,133.57,137.61,134.89,0.128
20180308,대만 TWD,36.47,39.75,33.92,0.00,0.00,0.034
20180308,영국 GBP,1483.99,1513.22,1454.76,1498.82,1469.16,1.390
20180308,오만 OMR,2772.66,2939.01,2606.31,0.00,0.00,2.597
20180308,캐나다 CAD,827.04,843.33,810.75,835.31,818.77,0.775
20180308,스위스 CHF,1131.55,1153.84,1109.26,1142.86,1120.24,1.060
20180308,스웨덴 SEK,129.79,132.96,126.62,131.08,128.50,0.122
20180308,호주 AUD,834.89,851.33,818.45,843.23,826.55,0.782
20180308,뉴질랜드 NZD,777.35,792.66,762.04,785.12,769.58,0.728
20180308,체코 CZK,52.12,55.76,47.43,52.69,51.55,0.049
20180308,칠레 CLP,1.77,1.91,1.63,0.00,0.00,0.002
20180308,터키 TRY,280.75,303.21,258.29,283.83,277.67,0.263
20180308,몽골 MNT,0.45,0.53,0.37,0.00,0.00,0.000
20180308,이스라엘 ILS,309.10,321.46,284.38,0.00,0.00,0.290
20180308,덴마크 DKK,177.80,182.15,173.45,179.57,176.03,0.167
20180308,노르웨이 NOK,136.69,140.03,133.35,138.05,135.33,0.128
20180308,사우디아라비아 SAR,284.64,296.02,265.00,287.48,281.80,0.267
