date,loc,no2,o3,co,so2,pm10,pm25
20170602,강남구,0.016,0.032,0.2,0.004,32,9
20170602,강동구,0.016,0.04,0.3,0.003,33,8
20170602,강북구,0.01,0.05,0.3,0.003,23,6
20170602,강서구,0.018,0.047,0.2,0.007,36,9
20170602,관악구,0.015,0.043,0.2,0.003,33,13
20170602,광진구,0.016,0.04,0.3,0.004,23,4
20170602,구로구,0.013,0.038,0.3,0.004,33,12
20170602,금천구,0.02,0.038,0.3,0.003,29,10
20170602,노원구,0.013,0.048,0.3,0.002,26,10
20170602,도봉구,0.012,0.042,0.4,0.003,31,11
20170602,동대문구,0.016,0.039,0.3,0.004,26,8
20170602,동작구,0.016,0.042,0.2,0.002,23,9
20170602,마포구,0.015,0.038,0.3,0.003,28,14
20170602,서대문구,0.025,0.036,0.4,0.004,34,11
20170602,서초구,0.019,0.039,0.3,0.005,29,10
20170602,성동구,0.016,0.04,0.1,0.004,33,11
20170602,성북구,0.015,0.038,0.4,0.003,31,10
20170602,송파구,0.016,0.038,0.3,0.004,33,9
20170602,양천구,0.017,0.032,0.3,0.004,24,12
20170602,영등포구,0.024,0.033,0.4,0.003,36,11
20170602,용산구,0.019,0.035,0.2,0.004,21,11
20170602,은평구,0.018,0.036,0.3,0.005,30,11
20170602,종로구,0.018,0.041,0.3,0.003,24,6
20170602,중구,0.018,0.044,0.2,0.002,23,8
20170602,중랑구,0.014,0.039,0.2,0.005,32,11
20170603,강남구,0.011,0.025,0.2,0.004,22,3
20170603,강동구,0.012,0.032,0.3,0.003,26,6
20170603,강북구,0.006,0.041,0.3,0.003,14,5
20170603,강서구,0.013,0.035,0.3,0.007,29,7
20170603,관악구,0.01,0.034,0.3,0.003,28,11
20170603,광진구,0.012,0.032,0.4,0.003,19,3
20170603,구로구,0.009,0.03,0.4,0.005,26,9
20170603,금천구,0.017,0.027,0.4,0.003,24,8
20170603,노원구,0.008,0.038,0.3,0.003,23,8
20170603,도봉구,0.007,0.036,0.5,0.003,25,9
20170603,동대문구,0.011,0.029,0.3,0.004,20,6
20170603,동작구,0.011,0.033,0.3,0.003,18,7
20170603,마포구,0.01,0.029,0.4,0.004,24,13
20170603,서대문구,0.024,0.026,0.5,0.005,30,9
20170603,서초구,0.013,0.032,0.4,0.005,24,7
20170603,성동구,0.014,0.03,0.2,0.004,28,8
20170603,성북구,0.014,0.028,0.4,0.003,27,9
20170603,송파구,0.012,0.032,0.4,0.004,27,9
20170603,양천구,0.012,0.028,0.4,0.004,20,10
20170603,영등포구,0.018,0.024,0.5,0.003,29,8
20170603,용산구,0.014,0.025,0.2,0.003,18,9
20170603,은평구,0.016,0.027,0.3,0.005,26,9
20170603,종로구,0.012,0.032,0.3,0.003,18,4
20170603,중구,0.013,0.032,0.3,0.003,19,7
20170603,중랑구,0.011,0.03,0.2,0.005,28,8
20170604,강남구,0.025,0.02,0.2,0.004,39,7
20170604,강동구,0.034,0.014,0.5,0.003,37,13
20170604,강북구,0.012,0.042,0.3,0.003,18,6
20170604,강서구,0.021,0.04,0.3,0.006,38,12
20170604,관악구,0.025,0.027,0.4,0.003,37,18
20170604,광진구,0.033,0.016,0.5,0.003,28,8
20170604,구로구,0.018,0.027,0.4,0.004,38,14
20170604,금천구,0.021,0.029,0.4,0.003,30,12
20170604,노원구,0.012,0.042,0.3,0.003,32,12
20170604,도봉구,0.014,0.037,0.5,0.004,33,11
20170604,동대문구,0.021,0.028,0.4,0.004,29,10
20170604,동작구,0.018,0.033,0.3,0.003,25,12
20170604,마포구,0.017,0.033,0.4,0.003,33,17
20170604,서대문구,0.027,0.029,0.5,0.005,41,14
20170604,서초구,0.024,0.029,0.4,0.005,32,12
20170604,성동구,0.028,0.02,0.2,0.004,44,14
20170604,성북구,0.02,0.029,0.4,0.003,36,12
20170604,송파구,0.031,0.014,0.5,0.003,35,14
20170604,양천구,0.014,0.037,0.4,0.004,26,14
20170604,영등포구,0.021,0.034,0.5,0.003,36,10
20170604,용산구,0.023,0.021,0.3,0.003,26,14
20170604,은평구,0.025,0.03,0.4,0.004,28,12
20170604,종로구,0.021,0.032,0.4,0.003,26,7
20170604,중구,0.027,0.029,0.4,0.002,29,11
20170604,중랑구,0.016,0.032,0.2,0.005,34,10
20170605,강남구,0.02,0.027,0.2,0.004,26,10
20170605,강동구,0.021,0.03,0.4,0.003,26,10
20170605,강북구,0.015,0.043,0.3,0.002,13,7
20170605,강서구,0.031,0.034,0.3,0.006,27,10
20170605,관악구,0.031,0.024,0.4,0.004,32,16
20170605,광진구,0.02,0.036,0.4,0.003,19,5
20170605,구로구,0.022,0.025,0.4,0.005,31,14
20170605,금천구,0.033,0.021,0.4,0.004,27,13
20170605,노원구,0.019,0.039,0.3,0.002,20,10
20170605,도봉구,0.017,0.038,0.5,0.004,22,11
20170605,동대문구,0.02,0.03,0.4,0.004,18,9
20170605,동작구,0.023,0.033,0.3,0.002,18,11
20170605,마포구,0.02,0.033,0.4,0.003,25,16
20170605,서대문구,0.028,0.032,0.5,0.004,24,12
20170605,서초구,0.023,0.033,0.4,0.005,24,11
20170605,성동구,0.02,0.034,0.2,0.004,26,11
20170605,성북구,0.022,0.031,0.5,0.003,24,12
20170605,송파구,0.026,0.024,0.5,0.003,30,15
20170605,양천구,0.025,0.028,0.4,0.004,21,14
20170605,영등포구,0.03,0.028,0.5,0.003,28,11
20170605,용산구,0.016,0.034,0.2,0.003,13,11
20170605,은평구,0.026,0.028,0.4,0.005,22,9
20170605,종로구,0.022,0.036,0.4,0.003,20,7
20170605,중구,0.028,0.033,0.3,0.002,18,10
20170605,중랑구,0.015,0.039,0.2,0.005,22,10
20170606,강남구,0.014,0.033,0.1,0.004,25,11
20170606,강동구,0.009,0.046,0.3,0.003,17,7
20170606,강북구,0.018,0.041,0.3,0.003,13,7
20170606,강서구,0.025,0.047,0.3,0.007,27,13
20170606,관악구,0.017,0.043,0.3,0.003,32,18
20170606,광진구,0.014,0.043,0.3,0.003,15,4
20170606,구로구,0.012,0.041,0.3,0.005,24,12
20170606,금천구,0.013,0.049,0.3,0.003,24,11
20170606,노원구,0.012,0.046,0.3,0.003,19,9
20170606,도봉구,0.013,0.041,0.4,0.004,18,10
20170606,동대문구,0.016,0.033,0.3,0.004,17,9
20170606,동작구,0.014,0.044,0.2,0.002,16,10
20170606,마포구,0.011,0.044,0.3,0.003,22,15
20170606,서대문구,0.024,0.04,0.4,0.005,23,12
20170606,서초구,0.013,0.045,0.3,0.005,21,11
20170606,성동구,0.018,0.04,0.1,0.004,23,9
20170606,성북구,0.021,0.033,0.4,0.003,23,5
20170606,송파구,0.012,0.047,0.3,0.004,21,11
20170606,양천구,0.018,0.039,0.3,0.004,21,15
20170606,영등포구,0.022,0.042,0.5,0.002,26,10
20170606,용산구,0.011,0.045,0.2,0.003,12,11
20170606,은평구,0.02,0.037,0.3,0.005,25,12
20170606,종로구,0.019,0.042,0.3,0.003,17,7
20170606,중구,0.025,0.039,0.3,0.002,17,9
20170606,중랑구,0.014,0.039,0.2,0.005,21,10
20170607,강남구,0.017,0.017,0.2,0.004,8,5
20170607,강동구,0.013,0.025,0.3,0.003,9,5
20170607,강북구,0.009,0.032,0.3,0.002,10,3
20170607,강서구,0.022,0.028,0.3,0.006,8,5
20170607,관악구,0.014,0.032,0.3,0.003,17,9
20170607,광진구,0.019,0.027,0.4,0.003,8,3
20170607,구로구,0.012,0.029,0.4,0.004,8,5
20170607,금천구,0.012,0.033,0.3,0.002,8,5
20170607,노원구,0.015,0.034,0.3,0.002,13,4
20170607,도봉구,0.015,0.026,0.5,0.004,6,3
20170607,동대문구,0.02,0.018,0.4,0.004,19,5
20170607,동작구,0.013,0.032,0.3,0.002,5,4
20170607,마포구,0.014,0.028,0.3,0.003,11,10
20170607,서대문구,0.024,0.024,0.4,0.004,8,5
20170607,서초구,0.015,0.029,0.3,0.005,15,4
20170607,성동구,0.015,0.026,0.1,0.003,8,5
20170607,성북구,0.017,0.023,0.5,0.002,6,4
20170607,송파구,0.014,0.028,0.4,0.003,9,5
20170607,양천구,0.017,0.021,0.3,0.005,7,7
20170607,영등포구,0.019,0.029,0.5,0.002,8,5
20170607,용산구,0.016,0.023,0.2,0.002,5,7
20170607,은평구,0.019,0.025,0.4,0.004,7,4
20170607,종로구,0.022,0.025,0.4,0.002,7,3
20170607,중구,0.026,0.021,0.3,0.002,7,4
20170607,중랑구,0.013,0.026,0.2,0.005,7,5
20170608,강남구,0.013,0.04,0.5,0.004,37,20
20170608,강동구,0.015,0.044,0.5,0.003,30,16
20170608,강북구,0.014,0.047,0.5,0.002,20,13
20170608,강서구,0.022,0.054,0.5,0.007,38,22
20170608,관악구,0.019,0.049,0.5,0.003,52,34
20170608,광진구,0.017,0.048,0.6,0.003,28,18
20170608,구로구,0.016,0.044,0.7,0.004,42,28
20170608,금천구,0.021,0.046,0.6,0.003,50,28
20170608,노원구,0.016,0.047,0.5,0.002,26,16
20170608,도봉구,0.013,0.047,0.6,0.003,26,17
20170608,동대문구,0.013,0.039,0.5,0.004,25,18
20170608,동작구,0.018,0.052,0.6,0.002,38,26
20170608,마포구,0.014,0.049,0.6,0.003,38,28
20170608,서대문구,0.024,0.04,0.6,0.004,37,24
20170608,서초구,0.016,0.048,0.6,0.005,40,23
20170608,성동구,0.014,0.045,0.7,0.004,32,22
20170608,성북구,0.017,0.044,0.7,0.003,34,24
20170608,송파구,0.017,0.045,0.6,0.004,33,21
20170608,양천구,0.018,0.042,0.6,0.006,40,34
20170608,영등포구,0.023,0.047,0.7,0.003,43,22
20170608,용산구,0.018,0.042,0.4,0.003,35,24
20170608,은평구,0.017,0.032,0.5,0.004,32,19
20170608,종로구,0.016,0.051,0.6,0.003,29,18
20170608,중구,0.016,0.052,0.5,0.002,29,19
20170608,중랑구,0.016,0.04,0.4,0.005,30,23
20170609,강남구,0.018,0.036,0.5,0.005,51,40
20170609,강동구,0.021,0.036,0.5,0.003,45,24
20170609,강북구,0.021,0.056,0.6,0.005,60,39
20170609,강서구,0.023,0.047,0.5,0.008,54,36
20170609,관악구,0.017,0.057,0.5,0.005,65,45
20170609,광진구,0.032,0.032,0.6,0.004,49,31
20170609,구로구,0.015,0.046,0.7,0.007,52,36
20170609,금천구,0.02,0.053,0.6,0.004,64,39
20170609,노원구,0.031,0.033,0.6,0.004,56,32
20170609,도봉구,0.031,0.036,0.8,0.006,53,35
20170609,동대문구,0.025,0.031,0.6,0.005,42,29
20170609,동작구,0.021,0.05,0.6,0.004,51,38
20170609,마포구,0.018,0.051,0.6,0.005,51,40
20170609,서대문구,0.026,0.046,0.6,0.006,61,11
20170609,서초구,0.017,0.048,0.6,0.006,52,33
20170609,성동구,0.023,0.038,0.7,0.004,47,30
20170609,성북구,0.035,0.029,0.8,0.005,56,40
20170609,송파구,0.028,0.035,0.5,0.005,44,30
20170609,양천구,0.018,0.039,0.6,0.005,65,56
20170609,영등포구,0.023,0.052,0.8,0.005,56,32
20170609,용산구,0.022,0.032,0.4,0.003,57,34
20170609,은평구,0.025,0.036,0.7,0.005,56,39
20170609,종로구,0.032,0.038,0.7,0.004,56,35
20170609,중구,0.034,0.041,0.6,0.004,54,36
20170609,중랑구,0.021,0.037,0.4,0.006,46,36
20170610,강남구,0.013,0.046,0.4,0.005,81,60
20170610,강동구,0.014,0.052,0.6,0.003,72,36
20170610,강북구,0.01,0.065,0.5,0.003,59,40
20170610,강서구,0.017,0.068,0.4,0.007,69,44
20170610,관악구,0.013,0.065,0.5,0.003,80,52
20170610,광진구,0.022,0.059,0.6,0.004,69,47
20170610,구로구,0.011,0.059,0.5,0.005,68,22
20170610,금천구,0.017,0.06,0.5,0.003,82,45
20170610,노원구,0.015,0.066,0.6,0.003,67,44
20170610,도봉구,0.014,0.06,0.7,0.004,64,44
20170610,동대문구,0.016,0.043,0.5,0.004,54,38
20170610,동작구,0.011,0.07,0.5,0.003,72,44
20170610,마포구,0.013,0.061,0.5,0.004,62,45
20170610,서대문구,0.024,0.052,0.5,0.005,77,48
20170610,서초구,0.014,0.059,0.5,0.005,71,34
20170610,성동구,0.019,0.05,0.6,0.004,61,31
20170610,성북구,0.018,0.054,0.7,0.003,71,50
20170610,송파구,0.019,0.053,0.6,0.004,69,37
20170610,양천구,0.014,0.056,0.5,0.005,72,61
20170610,영등포구,0.02,0.064,0.5,0.003,70,35
20170610,용산구,0.019,0.05,0.4,0.003,79,43
20170610,은평구,0.018,0.049,0.6,0.004,69,45
20170610,종로구,0.019,0.064,0.6,0.003,66,42
20170610,중구,0.018,0.065,0.5,0.003,64,39
20170610,중랑구,0.018,0.046,0.4,0.005,69,50
20170611,강남구,0.03,0.009,0.3,0.004,32,10
20170611,강동구,0.024,0.014,0.4,0.003,30,10
20170611,강북구,0.016,0.028,0.3,0.002,17,4
20170611,강서구,0.039,0.014,0.3,0.007,39,10
20170611,관악구,0.035,0.012,0.5,0.003,38,15
20170611,광진구,0.028,0.014,0.4,0.004,22,6
20170611,구로구,0.022,0.018,0.5,0.004,36,7
20170611,금천구,0.034,0.012,0.4,0.003,29,10
20170611,노원구,0.035,0.011,0.4,0.002,25,10
20170611,도봉구,0.022,0.02,0.5,0.004,30,11
20170611,동대문구,0.035,0.01,0.4,0.004,26,10
20170611,동작구,0.028,0.016,0.4,0.002,28,9
20170611,마포구,0.035,0.01,0.5,0.003,25,13
20170611,서대문구,0.03,0.017,0.5,0.004,29,11
20170611,서초구,0.036,0.011,0.6,0.005,33,9
20170611,성동구,0.027,0.01,0.6,0.004,29,9
20170611,성북구,0.029,0.014,0.5,0.003,34,12
20170611,송파구,0.031,0.008,0.4,0.004,29,10
20170611,양천구,0.024,0.019,0.4,0.005,27,14
20170611,영등포구,0.031,0.019,0.4,0.002,36,9
20170611,용산구,0.028,0.009,0.3,0.003,15,11
20170611,은평구,0.023,0.027,0.3,0.004,22,8
20170611,종로구,0.037,0.01,0.5,0.003,24,7
20170611,중구,0.037,0.011,0.4,0.002,21,8
20170611,중랑구,0.019,0.022,0.2,0.006,24,8
20170612,강남구,0.014,0.028,0.2,0.004,24,12
20170612,강동구,0.009,0.04,0.3,0.003,25,6
20170612,강북구,0.013,0.036,0.3,0.002,15,5
20170612,강서구,0.016,0.044,0.2,0.006,27,7
20170612,관악구,0.014,0.036,0.2,0.003,30,13
20170612,광진구,0.013,0.038,0.3,0.005,20,3
20170612,구로구,0.01,0.036,0.3,0.004,25,4
20170612,금천구,0.012,0.04,0.2,0.002,21,7
20170612,노원구,0.01,0.045,0.2,0.002,21,7
20170612,도봉구,0.013,0.036,0.4,0.004,23,8
20170612,동대문구,0.012,0.033,0.3,0.003,19,6
20170612,동작구,0.018,0.032,0.2,0.002,24,8
20170612,마포구,0.008,0.038,0.3,0.003,22,10
20170612,서대문구,0.022,0.038,0.4,0.004,26,8
20170612,서초구,0.012,0.037,0.3,0.005,28,7
20170612,성동구,0.009,0.044,0.4,0.004,26,7
20170612,성북구,0.017,0.033,0.4,0.003,28,8
20170612,송파구,0.013,0.038,0.3,0.004,27,8
20170612,양천구,0.014,0.036,0.3,0.004,19,11
20170612,영등포구,0.015,0.042,0.4,0.002,23,7
20170612,용산구,0.009,0.038,0.1,0.003,15,10
20170612,은평구,0.014,0.037,0.2,0.004,25,9
20170612,종로구,0.013,0.041,0.3,0.003,22,4
20170612,중구,0.019,0.037,0.2,0.002,20,7
20170612,중랑구,0.012,0.035,0.2,0.005,26,8
20170613,강남구,0.021,0.016,0.3,0.004,34,16
20170613,강동구,0.022,0.016,0.3,0.003,25,10
20170613,강북구,0.019,0.025,0.4,0.002,20,12
20170613,강서구,0.02,0.035,0.2,0.006,42,19
20170613,관악구,0.021,0.028,0.3,0.004,46,23
20170613,광진구,0.02,0.021,0.3,0.004,17,6
20170613,구로구,0.018,0.025,0.4,0.006,40,19
20170613,금천구,0.025,0.024,0.4,0.003,39,17
20170613,노원구,0.018,0.028,0.3,0.002,26,13
20170613,도봉구,0.021,0.025,0.5,0.005,29,16
20170613,동대문구,0.022,0.017,0.3,0.004,22,11
20170613,동작구,0.021,0.027,0.3,0.003,40,19
20170613,마포구,0.017,0.027,0.4,0.004,33,20
20170613,서대문구,0.026,0.026,0.4,0.005,38,18
20170613,서초구,0.022,0.024,0.4,0.005,44,18
20170613,성동구,0.021,0.017,0.5,0.004,29,13
20170613,성북구,0.023,0.02,0.6,0.003,30,13
20170613,송파구,0.026,0.015,0.5,0.004,29,13
20170613,양천구,0.019,0.027,0.4,0.004,35,24
20170613,영등포구,0.026,0.028,0.5,0.003,42,16
20170613,용산구,0.02,0.016,0.2,0.003,26,17
20170613,은평구,0.02,0.027,0.5,0.002,35,16
20170613,종로구,0.022,0.024,0.4,0.003,24,10
20170613,중구,0.021,0.028,0.3,0.002,23,12
20170613,중랑구,0.018,0.019,0.2,0.006,20,10
20170614,강남구,0.014,0.019,0.3,0.004,38,19
20170614,강동구,0.022,0.011,0.3,0.003,36,14
20170614,강북구,0.014,0.017,0.3,0.002,23,14
20170614,강서구,0.019,0.029,0.2,0.006,41,18
20170614,관악구,0.012,0.031,0.2,0.003,46,24
20170614,광진구,0.024,0.014,0.4,0.004,31,13
20170614,구로구,0.011,0.027,0.3,0.005,36,18
20170614,금천구,0.017,0.024,0.3,0.003,37,19
20170614,노원구,0.026,0.009,0.3,0.002,33,17
20170614,도봉구,0.02,0.013,0.5,0.004,33,17
20170614,동대문구,0.017,0.017,0.3,0.003,54,24
20170614,동작구,0.012,0.031,0.2,0.002,35,18
20170614,마포구,0.015,0.025,0.3,0.003,33,20
20170614,서대문구,0.026,0.019,0.4,0.004,41,20
20170614,서초구,0.012,0.029,0.3,0.005,39,16
20170614,성동구,0.019,0.018,0.5,0.004,37,17
20170614,성북구,0.023,0.014,0.6,0.003,42,21
20170614,송파구,0.021,0.02,0.4,0.004,40,17
20170614,양천구,0.016,0.021,0.3,0.005,33,22
20170614,영등포구,0.02,0.027,0.4,0.002,38,16
20170614,용산구,0.017,0.019,0.2,0.003,36,19
20170614,은평구,0.015,0.03,0.4,0.002,43,18
20170614,종로구,0.021,0.021,0.3,0.003,35,15
20170614,중구,0.021,0.023,0.3,0.002,33,15
20170614,중랑구,0.023,0.009,0.3,0.006,36,20
20170615,강남구,0.017,0.025,0.3,0.005,45,21
20170615,강동구,0.021,0.027,0.4,0.004,42,18
20170615,강북구,0.018,0.034,0.4,0.003,33,20
20170615,강서구,0.023,0.031,0.2,0.008,42,22
20170615,관악구,0.016,0.032,0.2,0.005,46,26
20170615,광진구,0.025,0.028,0.4,0.005,39,19
20170615,구로구,0.012,0.031,0.3,0.006,39,21
20170615,금천구,0.019,0.028,0.3,0.005,42,22
20170615,노원구,0.031,0.02,0.4,0.003,43,25
20170615,도봉구,0.022,0.029,0.5,0.004,42,24
20170615,동대문구,0.02,0.026,0.3,0.005,34,20
20170615,동작구,0.015,0.036,0.3,0.003,37,21
20170615,마포구,0.016,0.031,0.3,0.004,39,25
20170615,서대문구,0.027,0.023,0.4,0.005,47,25
20170615,서초구,0.016,0.033,0.4,0.006,40,18
20170615,성동구,0.019,0.027,0.5,0.004,40,19
20170615,성북구,0.026,0.023,0.6,0.004,50,28
20170615,송파구,0.026,0.026,0.4,0.005,42,19
20170615,양천구,0.017,0.023,0.3,0.005,41,31
20170615,영등포구,0.021,0.033,0.4,0.004,42,18
20170615,용산구,0.02,0.026,0.3,0.004,50,25
20170615,은평구,0.025,0.023,0.5,0.002,49,24
20170615,종로구,0.027,0.026,0.4,0.004,41,24
20170615,중구,0.024,0.028,0.3,0.003,39,21
20170615,중랑구,0.024,0.022,0.3,0.006,43,25
20170616,강남구,0.021,0.02,0.4,0.006,60,32
20170616,강동구,0.025,0.022,0.5,0.004,56,24
20170616,강북구,0.019,0.032,0.5,0.004,44,29
20170616,강서구,0.021,0.033,0.4,0.008,56,29
20170616,관악구,0.021,0.034,0.5,0.005,61,33
20170616,광진구,0.03,0.025,0.6,0.005,50,29
20170616,구로구,0.015,0.032,0.7,0.008,53,29
20170616,금천구,0.017,0.036,0.5,0.005,60,31
20170616,노원구,0.027,0.034,0.5,0.004,51,31
20170616,도봉구,0.025,0.03,0.7,0.005,53,30
20170616,동대문구,0.023,0.027,0.4,0.006,43,24
20170616,동작구,0.023,0.028,0.5,0.004,53,31
20170616,마포구,0.019,0.033,0.6,0.006,52,30
20170616,서대문구,0.028,0.025,0.5,0.007,57,32
20170616,서초구,0.02,0.031,0.6,0.007,56,25
20170616,성동구,0.022,0.024,0.7,0.004,50,25
20170616,성북구,0.029,0.025,0.9,0.005,64,34
20170616,송파구,0.028,0.023,0.6,0.005,54,24
20170616,양천구,0.019,0.027,0.6,0.005,69,38
20170616,영등포구,0.025,0.037,0.6,0.006,56,24
20170616,용산구,0.019,0.026,0.4,0.005,66,30
20170616,은평구,0.024,0.03,0.6,0.003,57,29
20170616,종로구,0.028,0.03,0.6,0.006,52,30
20170616,중구,0.043,0.025,0.5,0.008,44,29
20170616,중랑구,0.022,0.025,0.3,0.007,53,33
20170617,강남구,0.017,0.041,0.4,0.007,51,26
20170617,강동구,0.023,0.048,0.5,0.005,45,20
20170617,강북구,0.023,0.045,0.6,0.007,43,30
20170617,강서구,0.021,0.044,0.3,0.01,48,26
20170617,관악구,0.02,0.049,0.6,0.008,55,33
20170617,광진구,0.025,0.047,0.5,0.006,38,24
20170617,구로구,0.016,0.045,0.6,0.01,46,16
20170617,금천구,0.024,0.047,0.5,0.007,49,26
20170617,노원구,0.037,0.036,0.6,0.006,49,31
20170617,도봉구,0.027,0.04,0.6,0.008,56,34
20170617,동대문구,0.022,0.042,0.4,0.008,37,23
20170617,동작구,0.025,0.041,0.4,0.006,44,27
20170617,마포구,0.019,0.051,0.6,0.01,44,29
20170617,서대문구,0.027,0.046,0.5,0.011,55,32
20170617,서초구,0.02,0.045,0.5,0.008,47,24
20170617,성동구,0.022,0.047,0.6,0.006,44,23
20170617,성북구,0.033,0.037,0.6,0.008,57,33
20170617,송파구,0.027,0.044,0.5,0.006,46,24
20170617,양천구,0.019,0.042,0.5,0.006,51,33
20170617,영등포구,0.025,0.05,0.6,0.01,49,25
20170617,용산구,0.023,0.033,0.4,0.006,53,28
20170617,은평구,0.028,0.04,0.7,0.006,56,31
20170617,종로구,0.031,0.045,0.6,0.007,43,28
20170617,중구,0.025,0.045,0.6,0.011,39,28
20170617,중랑구,0.022,0.045,0.3,0.008,46,31
20170618,강남구,0.033,0.014,0.4,0.005,39,20
20170618,강동구,0.032,0.017,0.4,0.004,39,20
20170618,강북구,0.019,0.037,0.4,0.003,23,17
20170618,강서구,0.023,0.024,0.3,0.009,40,24
20170618,관악구,0.035,0.018,0.4,0.008,49,29
20170618,광진구,0.033,0.02,0.6,0.004,32,21
20170618,구로구,0.018,0.028,0.4,0.009,38,13
20170618,금천구,0.038,0.016,0.5,0.005,39,23
20170618,노원구,0.026,0.025,0.4,0.003,35,23
20170618,도봉구,0.02,0.035,0.5,0.005,31,21
20170618,동대문구,0.03,0.021,0.4,0.005,29,20
20170618,동작구,0.026,0.028,0.4,0.005,37,22
20170618,마포구,0.027,0.021,0.5,0.006,38,24
20170618,서대문구,0.029,0.023,0.5,0.006,41,25
20170618,서초구,0.029,0.025,0.5,0.007,39,22
20170618,성동구,0.031,0.017,0.7,0.004,36,19
20170618,성북구,0.032,0.021,0.4,0.003,39,23
20170618,송파구,0.043,0.008,0.6,0.004,37,20
20170618,양천구,0.02,0.024,0.4,0.005,45,31
20170618,영등포구,0.027,0.027,0.5,0.006,41,21
20170618,용산구,0.021,0.024,0.3,0.005,43,22
20170618,은평구,0.021,0.032,0.4,0.002,35,19
20170618,종로구,0.032,0.022,0.5,0.004,32,21
20170618,중구,0.026,0.02,0.5,0.006,29,20
20170618,중랑구,0.026,0.023,0.3,0.006,35,25
20170619,강남구,0.03,0.014,0.4,0.005,57,35
20170619,강동구,0.035,0.016,0.5,0.003,55,28
20170619,강북구,0.022,0.035,0.5,0.003,37,28
20170619,강서구,0.025,0.019,0.4,0.007,59,38
20170619,관악구,0.028,0.015,0.4,0.005,62,41
20170619,광진구,0.037,0.018,0.6,0.004,44,32
20170619,구로구,0.018,0.02,0.5,0.006,56,37
20170619,금천구,0.031,0.013,0.5,0.005,58,35
20170619,노원구,0.036,0.023,0.5,0.003,48,34
20170619,도봉구,0.027,0.031,0.6,0.004,47,34
20170619,동대문구,0.03,0.018,0.4,0.005,41,30
20170619,동작구,0.027,0.023,0.4,0.003,49,33
20170619,마포구,0.028,0.019,0.5,0.004,51,40
20170619,서대문구,0.031,0.018,0.5,0.005,60,39
20170619,서초구,0.03,0.019,0.5,0.006,54,29
20170619,성동구,0.033,0.012,0.6,0.004,55,31
20170619,성북구,0.031,0.023,0.5,0.003,54,39
20170619,송파구,0.036,0.017,0.6,0.004,53,29
20170619,양천구,0.022,0.017,0.5,0.005,77,52
20170619,영등포구,0.029,0.021,0.6,0.004,56,33
20170619,용산구,0.027,0.015,0.4,0.004,63,35
20170619,은평구,0.024,0.025,0.5,0.002,55,34
20170619,종로구,0.031,0.022,0.5,0.003,48,35
20170619,중구,0.025,0.021,0.5,0.005,42,33
20170619,중랑구,0.032,0.018,0.4,0.006,52,38
20170620,강남구,0.05,0.003,0.5,0.005,47,23
20170620,강동구,0.049,0.01,0.5,0.003,57,28
20170620,강북구,0.024,0.032,0.3,0.003,28,20
20170620,강서구,0.034,0.011,0.3,0.008,45,25
20170620,관악구,0.047,0.006,0.5,0.004,45,29
20170620,광진구,0.05,0.01,0.6,0.003,43,30
20170620,구로구,0.03,0.009,0.6,0.006,44,23
20170620,금천구,0.051,0.004,0.6,0.005,40,25
20170620,노원구,0.046,0.014,0.5,0.003,42,29
20170620,도봉구,0.028,0.024,0.4,0.005,40,28
20170620,동대문구,0.038,0.016,0.4,0.005,35,24
20170620,동작구,0.048,0.005,0.5,0.003,37,24
20170620,마포구,0.039,0.011,0.5,0.004,37,26
20170620,서대문구,0.034,0.016,0.5,0.005,44,28
20170620,서초구,0.043,0.008,0.6,0.005,46,22
20170620,성동구,0.045,0.005,0.7,0.004,50,28
20170620,성북구,0.04,0.016,0.4,0.003,45,21
20170620,송파구,0.058,0.005,0.6,0.004,55,17
20170620,양천구,0.031,0.01,0.5,0.005,45,29
20170620,영등포구,0.039,0.012,0.6,0.003,44,24
20170620,용산구,0.04,0.005,0.4,0.004,50,28
20170620,은평구,0.029,0.023,0.4,0.001,39,22
20170620,종로구,0.041,0.016,0.5,0.003,35,24
20170620,중구,0.027,0.011,0.5,0.004,33,23
20170620,중랑구,0.045,0.014,0.3,0.006,47,32
20170621,강남구,0.026,0.024,0.4,0.006,60,37
20170621,강동구,0.033,0.025,0.5,0.004,63,32
20170621,강북구,0.013,0.052,0.4,0.003,44,32
20170621,강서구,0.027,0.031,0.3,0.008,66,40
20170621,관악구,0.028,0.028,0.4,0.006,63,44
20170621,광진구,0.032,0.028,0.6,0.005,51,36
20170621,구로구,0.024,0.025,0.4,0.008,61,41
20170621,금천구,0.035,0.024,0.4,0.006,62,39
20170621,노원구,0.019,0.051,0.4,0.003,49,35
20170621,도봉구,0.016,0.051,0.4,0.004,56,38
20170621,동대문구,0.022,0.031,0.3,0.005,46,31
20170621,동작구,0.03,0.03,0.4,0.006,60,36
20170621,마포구,0.029,0.028,0.4,0.005,51,36
20170621,서대문구,0.029,0.028,0.4,0.006,65,41
20170621,서초구,0.026,0.034,0.4,0.007,62,32
20170621,성동구,0.029,0.027,0.6,0.005,61,35
20170621,성북구,0.022,0.041,0.4,0.004,60,22
20170621,송파구,0.031,0.028,0.5,0.005,62,22
20170621,양천구,0.029,0.024,0.4,0.005,65,42
20170621,영등포구,0.032,0.03,0.6,0.005,61,33
20170621,용산구,0.029,0.024,0.4,0.005,68,37
